date,areaName,admissions,admissionsRollingRate,patients,patientsMv,cumAdmissionsByAge
2020-12-05,London,141,12.199999999999999289,1710,238,"[{'age': '0_to_5', 'rate': 49.9, 'value': 369}, {'age': '85+', 'rate': 3540.7, 'value': 5195}, {'age': '65_to_84', 'rate': 1281.4, 'value': 11693}, {'age': '18_to_64', 'rate': 231.1, 'value': 13464}, {'age': '6_to_17', 'rate': 28.1, 'value': 360}]"
2020-12-04,London,170,11.800000000000000711,1659,249,"[{'age': '0_to_5', 'rate': 49.6, 'value': 367}, {'age': '85+', 'rate': 3520.9, 'value': 5166}, {'age': '65_to_84', 'rate': 1274.8, 'value': 11632}, {'age': '18_to_64', 'rate': 230.3, 'value': 13420}, {'age': '6_to_17', 'rate': 27.7, 'value': 355}]"
2020-12-03,London,156,11.300000000000000711,1685,256,"[{'age': '0_to_5', 'rate': 49.4, 'value': 366}, {'age': '85+', 'rate': 3493.0, 'value': 5125}, {'age': '65_to_84', 'rate': 1268.2, 'value': 11572}, {'age': '18_to_64', 'rate': 229.2, 'value': 13354}, {'age': '6_to_17', 'rate': 27.5, 'value': 353}]"
2020-12-02,London,162,11.300000000000000711,1637,256,"[{'age': '0_to_5', 'rate': 49.2, 'value': 364}, {'age': '85+', 'rate': 3478.6, 'value': 5104}, {'age': '65_to_84', 'rate': 1260.7, 'value': 11504}, {'age': '18_to_64', 'rate': 228.1, 'value': 13292}, {'age': '6_to_17', 'rate': 27.3, 'value': 350}]"
2020-12-01,London,160,11.699999999999999289,1701,259,"[{'age': '0_to_5', 'rate': 48.6, 'value': 360}, {'age': '85+', 'rate': 3452.7, 'value': 5066}, {'age': '65_to_84', 'rate': 1253.8, 'value': 11441}, {'age': '18_to_64', 'rate': 227.2, 'value': 13238}, {'age': '6_to_17', 'rate': 27.1, 'value': 347}]"
2020-11-30,London,146,11.400000000000000355,1677,253,"[{'age': '0_to_5', 'rate': 48.6, 'value': 360}, {'age': '85+', 'rate': 3430.9, 'value': 5034}, {'age': '65_to_84', 'rate': 1248.0, 'value': 11388}, {'age': '18_to_64', 'rate': 225.9, 'value': 13164}, {'age': '6_to_17', 'rate': 27.0, 'value': 346}]"
2020-11-29,London,154,11.400000000000000355,1663,260,"[{'age': '0_to_5', 'rate': 48.5, 'value': 359}, {'age': '85+', 'rate': 3401.6, 'value': 4991}, {'age': '65_to_84', 'rate': 1242.8, 'value': 11340}, {'age': '18_to_64', 'rate': 225.0, 'value': 13111}, {'age': '6_to_17', 'rate': 26.9, 'value': 345}]"
2020-11-28,London,107,11.300000000000000711,1635,248,"[{'age': '0_to_5', 'rate': 48.2, 'value': 357}, {'age': '85+', 'rate': 3383.2, 'value': 4964}, {'age': '65_to_84', 'rate': 1237.1, 'value': 11288}, {'age': '18_to_64', 'rate': 223.8, 'value': 13042}, {'age': '6_to_17', 'rate': 26.6, 'value': 341}]"
2020-11-27,London,124,12,1674,267,"[{'age': '0_to_5', 'rate': 48.1, 'value': 356}, {'age': '85+', 'rate': 3369.6, 'value': 4944}, {'age': '65_to_84', 'rate': 1232.3, 'value': 11245}, {'age': '18_to_64', 'rate': 223.1, 'value': 13001}, {'age': '6_to_17', 'rate': 26.4, 'value': 339}]"
2020-11-26,London,155,11.900000000000000355,1643,251,"[{'age': '0_to_5', 'rate': 48.0, 'value': 355}, {'age': '85+', 'rate': 3353.2, 'value': 4920}, {'age': '65_to_84', 'rate': 1227.3, 'value': 11199}, {'age': '18_to_64', 'rate': 222.2, 'value': 12950}, {'age': '6_to_17', 'rate': 26.3, 'value': 337}]"
2020-11-25,London,200,12.099999999999999645,1611,261,"[{'age': '0_to_5', 'rate': 47.8, 'value': 354}, {'age': '85+', 'rate': 3332.8, 'value': 4890}, {'age': '65_to_84', 'rate': 1220.8, 'value': 11140}, {'age': '18_to_64', 'rate': 221.2, 'value': 12888}, {'age': '6_to_17', 'rate': 26.1, 'value': 334}]"
2020-11-24,London,131,11.900000000000000355,1626,253,"[{'age': '0_to_5', 'rate': 47.7, 'value': 353}, {'age': '85+', 'rate': 3305.5, 'value': 4850}, {'age': '65_to_84', 'rate': 1213.1, 'value': 11069}, {'age': '18_to_64', 'rate': 219.7, 'value': 12802}, {'age': '6_to_17', 'rate': 25.9, 'value': 332}]"
2020-11-23,London,147,12.099999999999999645,1675,252,"[{'age': '0_to_5', 'rate': 47.6, 'value': 352}, {'age': '85+', 'rate': 3287.8, 'value': 4824}, {'age': '65_to_84', 'rate': 1207.8, 'value': 11021}, {'age': '18_to_64', 'rate': 218.8, 'value': 12747}, {'age': '6_to_17', 'rate': 25.8, 'value': 331}]"
